timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
2014-08-27 12:43:40,25,male,united states,il,no,yes,yes,sometimes,26-100,no,yes,maybe,not sure,no,no,maybe,very easy,maybe,no,some of them,no,no,no,maybe,yes
2014-08-27 12:43:53,36,male,united kingdom,unknown,no,no,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,maybe,yes
2014-08-27 12:44:51,25,female,united states,ny,no,yes,yes,sometimes,500-1000,no,yes,yes,no,no,no,maybe,don't know,yes,yes,some of them,some of them,no,no,maybe,no
2014-08-27 12:44:51,31,male,united states,ca,no,no,no,never,more than 1000,no,yes,yes,no,no,yes,maybe,don't know,no,no,some of them,some of them,no,no,maybe,no
2014-08-27 12:45:44,26,male,united states,ma,no,yes,no,rarely,6-25,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,yes,no,no,maybe,no
2014-08-27 12:46:03,33,female,united states,wa,yes,yes,yes,sometimes,1-5,no,yes,no,yes,yes,yes,yes,very difficult,no,no,some of them,yes,no,yes,yes,no
2014-08-27 12:47:25,27,female,united kingdom,unknown,yes,yes,no,don't know,1-5,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,no,maybe,yes,no
2014-08-27 12:48:06,34,male,united states,mn,no,no,no,never,26-100,no,yes,no,no,no,no,maybe,very easy,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-27 12:48:29,42,male,united states,ca,no,no,no,don't know,6-25,no,yes,no,yes,no,no,maybe,very difficult,maybe,no,yes,yes,no,maybe,no,no
2014-08-27 12:48:37,23,male,ireland,unknown,yes,yes,no,sometimes,1-5,no,yes,no,no,no,no,maybe,very difficult,yes,no,no,no,no,maybe,no,no
2014-08-27 12:48:39,24,male,united kingdom,unknown,no,no,no,rarely,100-500,no,yes,maybe,not sure,yes,maybe,maybe,very easy,maybe,maybe,some of them,some of them,no,maybe,maybe,no
2014-08-27 12:48:40,26,male,united kingdom,unknown,no,no,yes,sometimes,more than 1000,no,yes,yes,yes,maybe,maybe,yes,somewhat easy,no,no,yes,yes,no,no,maybe,no
2014-08-27 12:48:51,31,male,united kingdom,unknown,yes,no,yes,often,6-25,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,yes,no,maybe,maybe,no
2014-08-27 12:49:21,22,male,india,unknown,no,no,yes,never,more than 1000,no,yes,maybe,not sure,no,no,maybe,very difficult,yes,maybe,no,no,maybe,maybe,no,no
2014-08-27 12:49:27,23,female,united states,nc,no,no,no,don't know,6-25,no,yes,maybe,no,no,maybe,maybe,don't know,maybe,maybe,some of them,yes,no,maybe,yes,no
2014-08-27 12:49:30,34,female,canada,unknown,no,yes,yes,sometimes,more than 1000,no,no,yes,yes,yes,no,maybe,somewhat easy,no,no,some of them,yes,no,no,no,no
2014-08-27 12:49:39,31,male,united states,mo,no,no,no,never,26-100,no,yes,maybe,not sure,no,maybe,maybe,don't know,maybe,no,no,some of them,no,maybe,maybe,no
2014-08-27 12:50:36,28,male,united kingdom,unknown,no,no,no,don't know,100-500,no,no,no,not sure,no,yes,yes,somewhat easy,no,no,some of them,some of them,maybe,maybe,yes,no
2014-08-27 12:50:57,32,female,united states,ma,no,no,yes,often,6-25,yes,yes,yes,not sure,maybe,maybe,yes,very easy,no,no,yes,yes,no,no,yes,yes
2014-08-27 12:51:25,45,female,united states,ca,no,no,yes,sometimes,1-5,no,yes,yes,no,no,no,yes,somewhat difficult,no,no,yes,yes,no,no,yes,no
2014-08-27 12:51:36,33,male,united states,tx,no,no,no,don't know,6-25,yes,yes,maybe,no,no,no,maybe,very easy,no,no,yes,yes,no,maybe,maybe,no
2014-08-27 12:51:42,29,male,mexico,unknown,no,no,no,never,6-25,yes,yes,no,no,no,no,no,don't know,maybe,maybe,no,yes,maybe,yes,no,no
2014-08-27 12:51:50,26,female,india,unknown,yes,no,no,sometimes,6-25,no,no,no,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 12:51:51,28,female,united kingdom,unknown,no,no,no,never,26-100,no,yes,maybe,no,no,maybe,yes,somewhat easy,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-27 12:51:55,45,male,united states,ca,no,no,yes,sometimes,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,yes,yes,some of them,some of them,no,no,maybe,no
2014-08-27 12:52:08,43,male,united states,wa,no,yes,yes,often,more than 1000,yes,yes,yes,not sure,no,maybe,maybe,very difficult,yes,maybe,no,no,no,no,no,no
2014-08-27 12:52:46,37,male,united states,ma,no,no,no,don't know,500-1000,yes,yes,yes,no,no,no,maybe,don't know,yes,no,some of them,no,maybe,yes,no,no
2014-08-27 12:52:49,24,male,united kingdom,unknown,no,no,no,sometimes,6-25,no,yes,maybe,no,no,maybe,maybe,somewhat easy,maybe,no,some of them,yes,maybe,yes,yes,no
2014-08-27 12:53:00,26,male,france,unknown,no,no,no,don't know,6-25,yes,yes,no,yes,no,no,maybe,somewhat easy,no,no,some of them,no,no,maybe,yes,no
2014-08-27 12:53:05,23,male,united kingdom,unknown,no,yes,no,don't know,1-5,yes,yes,maybe,no,no,no,maybe,don't know,no,no,some of them,yes,maybe,yes,maybe,no
2014-08-27 12:53:13,35,female,united states,ca,no,yes,yes,never,more than 1000,no,yes,yes,not sure,maybe,no,yes,somewhat easy,maybe,no,no,no,no,no,maybe,no
2014-08-27 12:53:15,38,female,south africa,unknown,yes,yes,yes,often,1-5,yes,yes,no,yes,no,no,yes,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,maybe,yes
2014-08-27 12:53:40,28,male,united states,mi,no,yes,yes,sometimes,26-100,no,yes,yes,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,no,no,maybe,no,no
2014-08-27 12:54:11,28,male,russia,unknown,no,no,no,sometimes,26-100,no,yes,no,no,no,no,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,no
2014-08-27 12:54:11,35,male,united states,ca,no,no,yes,rarely,6-25,no,yes,no,no,no,no,yes,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 12:54:30,32,female,germany,unknown,no,no,no,sometimes,100-500,no,yes,no,no,no,no,maybe,very difficult,yes,yes,some of them,no,no,no,no,yes
2014-08-27 12:54:47,31,male,italy,unknown,yes,yes,no,never,6-25,no,yes,no,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,maybe,no
2014-08-27 12:55:01,35,female,united states,ny,no,no,no,never,500-1000,yes,yes,maybe,not sure,no,no,maybe,don't know,maybe,maybe,some of them,no,no,no,maybe,no
2014-08-27 12:55:38,26,male,united states,ca,no,no,no,rarely,more than 1000,no,yes,yes,no,no,no,yes,somewhat easy,no,no,some of them,yes,no,maybe,no,no
2014-08-27 12:56:13,27,male,united states,tn,no,yes,no,don't know,6-25,yes,yes,yes,yes,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,yes,no
2014-08-27 12:56:56,28,male,united kingdom,unknown,no,yes,yes,sometimes,more than 1000,no,yes,maybe,no,no,no,maybe,don't know,maybe,maybe,some of them,no,no,maybe,maybe,no
2014-08-27 12:57:38,27,female,united states,or,no,yes,yes,sometimes,26-100,no,yes,yes,no,no,no,maybe,very easy,no,no,some of them,some of them,no,no,yes,no
2014-08-27 12:57:52,34,female,united states,mn,no,no,yes,sometimes,500-1000,no,no,yes,yes,yes,yes,yes,somewhat easy,maybe,no,some of them,yes,no,no,yes,no
2014-08-27 12:58:10,41,male,united states,fl,no,no,yes,often,6-25,yes,yes,no,not sure,no,no,maybe,very difficult,maybe,maybe,some of them,some of them,maybe,maybe,maybe,no
2014-08-27 12:58:42,37,male,ireland,unknown,no,no,no,sometimes,1-5,no,yes,no,yes,no,no,maybe,very difficult,yes,no,no,no,no,yes,maybe,no
2014-08-27 13:00:38,34,male,austria,unknown,no,yes,no,don't know,100-500,yes,yes,maybe,no,maybe,maybe,maybe,very easy,no,no,yes,yes,no,no,yes,no
2014-08-27 13:02:14,32,male,united kingdom,unknown,no,yes,yes,sometimes,100-500,yes,yes,maybe,not sure,no,no,maybe,somewhat difficult,yes,maybe,no,no,no,no,no,yes
2014-08-27 13:03:05,21,male,canada,unknown,no,no,yes,sometimes,6-25,yes,yes,no,yes,no,no,maybe,somewhat difficult,no,no,some of them,some of them,maybe,maybe,yes,no
2014-08-27 13:04:18,30,male,united states,ma,no,no,yes,often,26-100,no,yes,no,yes,no,no,yes,somewhat easy,maybe,no,yes,yes,no,maybe,maybe,no
2014-08-27 13:04:45,24,male,united states,ks,no,no,no,never,26-100,no,yes,maybe,not sure,no,maybe,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 13:05:45,26,male,bulgaria,unknown,no,no,no,don't know,100-500,no,yes,no,no,no,no,no,very easy,yes,maybe,no,no,no,maybe,maybe,no
2014-08-27 13:06:00,40,female,united states,dc,no,no,no,don't know,26-100,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,yes,no,no,yes,no
2014-08-27 13:06:12,37,male,united kingdom,unknown,no,yes,no,sometimes,26-100,no,no,no,no,no,no,maybe,don't know,yes,maybe,some of them,yes,no,maybe,maybe,no
2014-08-27 13:07:24,26,male,united kingdom,unknown,yes,no,yes,often,1-5,yes,yes,no,no,no,no,maybe,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-27 13:07:40,32,female,united states,tx,no,yes,yes,sometimes,6-25,no,yes,maybe,no,no,no,no,don't know,yes,maybe,some of them,some of them,no,maybe,no,yes
2014-08-27 13:07:42,32,female,united states,ma,no,no,yes,sometimes,100-500,no,no,yes,yes,maybe,maybe,yes,very easy,no,no,yes,yes,no,yes,yes,no
2014-08-27 13:07:46,27,female,united states,mi,yes,yes,yes,sometimes,1-5,yes,yes,no,no,maybe,maybe,maybe,very difficult,no,no,some of them,no,no,no,maybe,no
2014-08-27 13:08:17,30,male,germany,unknown,yes,no,yes,often,6-25,yes,yes,yes,yes,no,no,yes,very difficult,no,no,some of them,yes,maybe,yes,yes,no
2014-08-27 13:09:24,31,male,canada,unknown,yes,no,no,don't know,6-25,no,yes,yes,yes,no,maybe,yes,very easy,no,no,some of them,some of them,no,no,yes,no
2014-08-27 13:09:37,29,female,united states,ny,no,no,yes,never,500-1000,no,no,yes,no,no,maybe,maybe,somewhat difficult,maybe,no,some of them,no,no,no,maybe,no
2014-08-27 13:09:39,41,male,united states,va,no,no,no,don't know,26-100,no,yes,yes,not sure,no,no,maybe,very easy,yes,no,no,some of them,no,no,maybe,no
2014-08-27 13:12:31,34,female,united states,wa,no,no,no,don't know,6-25,no,yes,yes,no,no,no,maybe,somewhat easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-27 13:12:43,33,male,united kingdom,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,no,no,maybe,don't know,no,no,yes,yes,yes,yes,maybe,no
2014-08-27 13:14:53,28,male,united states,pa,no,no,no,rarely,6-25,no,yes,maybe,no,no,no,maybe,don't know,no,no,some of them,some of them,no,maybe,maybe,no
2014-08-27 13:15:19,28,male,united states,mi,no,no,yes,sometimes,more than 1000,no,yes,no,yes,no,no,yes,very difficult,yes,no,no,some of them,no,no,no,no
2014-08-27 13:15:25,23,male,united states,pa,no,no,no,never,26-100,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,no,yes,no,yes,yes,no
2014-08-27 13:18:18,24,male,united states,or,no,no,no,don't know,1-5,no,yes,maybe,no,maybe,no,yes,very easy,no,no,yes,yes,maybe,yes,yes,no
2014-08-27 13:18:44,32,male,united states,wa,no,no,no,rarely,1-5,yes,yes,no,yes,no,no,maybe,very difficult,no,no,some of them,yes,no,maybe,yes,no
2014-08-27 13:19:40,34,male,australia,unknown,yes,no,no,sometimes,1-5,yes,yes,maybe,not sure,yes,yes,maybe,somewhat difficult,yes,yes,no,no,no,maybe,yes,no
2014-08-27 13:21:00,24,male,united states,pa,no,no,no,never,6-25,no,yes,yes,not sure,no,maybe,maybe,very easy,maybe,no,some of them,no,maybe,maybe,yes,no
2014-08-27 13:22:42,26,male,united kingdom,unknown,yes,no,yes,sometimes,1-5,no,yes,no,yes,no,no,maybe,don't know,maybe,no,some of them,some of them,no,maybe,yes,no
2014-08-27 13:22:49,36,male,united states,oh,no,no,yes,sometimes,26-100,no,yes,yes,no,no,yes,maybe,don't know,maybe,no,some of them,some of them,no,maybe,maybe,yes
2014-08-27 13:23:38,41,male,united states,tx,no,no,yes,rarely,500-1000,yes,yes,yes,yes,no,maybe,maybe,don't know,maybe,maybe,some of them,no,maybe,maybe,no,no
2014-08-27 13:24:34,38,male,united kingdom,unknown,no,no,yes,sometimes,more than 1000,no,no,maybe,not sure,maybe,maybe,maybe,very difficult,yes,no,no,no,no,maybe,no,no
2014-08-27 13:24:57,38,male,united states,nh,no,no,no,sometimes,26-100,yes,yes,maybe,not sure,no,maybe,maybe,don't know,maybe,maybe,some of them,yes,no,maybe,no,no
2014-08-27 13:26:35,30,male,netherlands,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,maybe,maybe,yes,somewhat easy,no,no,some of them,some of them,no,no,yes,no
2014-08-27 13:26:54,25,male,united kingdom,unknown,no,no,no,never,26-100,no,yes,no,no,no,no,maybe,somewhat difficult,yes,maybe,no,no,no,maybe,no,no
2014-08-27 13:27:18,37,male,canada,unknown,no,yes,yes,often,26-100,no,yes,yes,yes,no,maybe,maybe,don't know,maybe,no,some of them,some of them,no,yes,maybe,no
2014-08-27 13:29:45,34,male,united kingdom,unknown,no,yes,no,don't know,6-25,no,yes,no,no,no,no,yes,somewhat difficult,no,no,some of them,yes,no,yes,no,yes
2014-08-27 13:29:57,37,female,united states,nc,no,yes,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-27 13:31:03,28,female,canada,unknown,no,yes,yes,sometimes,6-25,no,no,yes,yes,yes,yes,yes,don't know,no,no,some of them,yes,no,no,no,yes
2014-08-27 13:31:35,22,male,sweden,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,no,no
2014-08-27 13:32:31,34,male,united states,fl,no,yes,yes,sometimes,1-5,no,yes,no,no,no,no,maybe,somewhat difficult,maybe,no,some of them,some of them,no,maybe,no,yes
2014-08-27 13:32:48,33,male,united states,ca,no,yes,yes,sometimes,26-100,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-27 13:33:32,25,male,south africa,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,yes,somewhat difficult,maybe,no,some of them,yes,no,yes,no,no
2014-08-27 13:34:03,27,male,united states,ga,no,no,no,never,more than 1000,yes,yes,yes,yes,maybe,maybe,yes,somewhat easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-27 13:35:23,40,male,united states,oh,no,no,yes,sometimes,more than 1000,yes,yes,yes,yes,yes,yes,yes,don't know,yes,maybe,no,no,no,maybe,no,yes
2014-08-27 13:35:40,21,male,united states,ky,no,no,yes,often,6-25,no,no,maybe,no,no,maybe,maybe,don't know,maybe,no,no,no,no,maybe,maybe,no
2014-08-27 13:37:18,29,male,united kingdom,unknown,no,no,no,don't know,6-25,no,no,no,no,no,no,yes,very easy,no,no,yes,yes,maybe,yes,yes,no
2014-08-27 13:37:47,32,male,united states,nc,no,yes,yes,sometimes,1-5,yes,yes,no,no,no,no,maybe,don't know,maybe,no,yes,yes,no,yes,maybe,no
2014-08-27 13:38:17,29,female,united states,ny,no,yes,yes,rarely,500-1000,yes,no,yes,yes,yes,maybe,yes,don't know,maybe,no,some of them,no,maybe,yes,maybe,no
2014-08-27 13:39:00,23,male,united states,al,no,yes,yes,sometimes,26-100,yes,no,maybe,no,no,maybe,yes,somewhat easy,maybe,no,some of them,some of them,no,yes,yes,no
2014-08-27 13:40:58,28,male,united states,ga,no,yes,no,don't know,100-500,no,yes,yes,no,no,maybe,yes,somewhat easy,no,no,some of them,yes,no,maybe,yes,yes
2014-08-27 13:42:38,31,male,united states,ca,no,yes,yes,rarely,100-500,yes,yes,yes,yes,yes,maybe,yes,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-27 13:44:05,27,male,united kingdom,unknown,no,no,no,don't know,100-500,no,no,maybe,not sure,maybe,maybe,no,very easy,maybe,maybe,yes,yes,no,no,maybe,no
2014-08-27 13:44:47,24,male,united states,va,no,no,no,sometimes,6-25,no,yes,maybe,no,maybe,maybe,maybe,don't know,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-27 13:46:03,29,male,canada,unknown,no,no,no,often,6-25,no,yes,no,no,no,no,maybe,somewhat difficult,yes,no,no,no,no,maybe,maybe,no
2014-08-27 13:47:05,23,female,united kingdom,unknown,no,no,yes,sometimes,6-25,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,maybe,yes,no
2014-08-27 13:47:27,42,male,united states,wa,no,no,no,never,6-25,yes,yes,no,yes,no,yes,maybe,somewhat easy,no,no,some of them,yes,no,no,yes,no
2014-08-27 13:48:01,24,male,united kingdom,unknown,no,no,no,don't know,1-5,no,yes,no,no,no,no,maybe,don't know,yes,no,some of them,some of them,no,yes,no,no
2014-08-27 13:49:15,25,male,australia,unknown,no,yes,yes,often,6-25,no,yes,no,yes,no,no,no,very difficult,yes,maybe,no,no,no,yes,no,yes
2014-08-27 13:49:32,27,female,united states,tx,no,no,yes,rarely,6-25,no,yes,yes,no,no,no,yes,don't know,maybe,maybe,yes,no,no,maybe,maybe,no
2014-08-27 13:52:05,27,male,canada,unknown,no,no,no,sometimes,6-25,yes,yes,no,yes,no,no,no,very difficult,yes,yes,some of them,some of them,no,maybe,no,no
2014-08-27 13:52:57,30,male,united states,fl,no,no,yes,sometimes,100-500,yes,yes,yes,yes,no,yes,yes,don't know,no,no,yes,yes,maybe,no,yes,no
2014-08-27 13:53:21,29,male,poland,unknown,no,yes,yes,rarely,6-25,no,yes,no,yes,no,no,yes,very difficult,maybe,no,some of them,some of them,no,yes,no,no
2014-08-27 13:53:44,43,male,canada,unknown,yes,no,no,don't know,6-25,yes,yes,no,not sure,no,no,maybe,somewhat easy,maybe,no,yes,yes,yes,yes,maybe,no
2014-08-27 13:53:51,32,male,united states,nv,no,no,no,don't know,6-25,no,yes,no,yes,no,maybe,maybe,very easy,no,no,some of them,yes,no,maybe,maybe,no
2014-08-27 13:54:00,41,male,united states,al,no,no,yes,sometimes,26-100,yes,yes,yes,yes,maybe,no,maybe,very easy,no,no,yes,yes,yes,yes,yes,no
2014-08-27 13:54:24,32,male,united kingdom,unknown,yes,yes,yes,sometimes,1-5,yes,yes,maybe,not sure,maybe,maybe,maybe,very easy,maybe,maybe,yes,some of them,maybe,maybe,maybe,yes
2014-08-27 13:55:16,37,female,united states,ca,no,yes,yes,often,26-100,no,yes,yes,yes,no,no,yes,don't know,maybe,no,some of them,some of them,no,yes,maybe,no
2014-08-27 13:55:22,32,male,united states,co,no,no,no,never,6-25,yes,yes,no,no,no,no,maybe,very easy,no,no,yes,yes,no,no,maybe,no
2014-08-27 13:55:38,30,male,ireland,unknown,yes,no,no,sometimes,1-5,yes,yes,no,no,no,no,maybe,somewhat difficult,no,no,some of them,some of them,no,maybe,no,no
2014-08-27 13:56:27,23,female,united states,mn,no,yes,yes,never,100-500,no,no,yes,no,maybe,maybe,yes,don't know,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-27 13:56:35,30,male,united states,nj,no,no,no,don't know,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,no,yes,no
2014-08-27 13:59:24,34,male,united kingdom,unknown,no,no,no,sometimes,26-100,no,yes,no,yes,no,no,maybe,somewhat easy,maybe,maybe,yes,some of them,no,no,maybe,no
2014-08-27 13:59:35,38,male,united states,pa,no,no,yes,rarely,26-100,yes,yes,yes,no,no,no,maybe,don't know,yes,no,no,no,no,maybe,no,no
2014-08-27 14:01:25,33,male,canada,unknown,no,no,no,don't know,100-500,no,yes,yes,no,yes,yes,yes,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 14:01:35,34,male,united states,mo,no,no,no,don't know,26-100,no,no,yes,no,no,no,maybe,don't know,maybe,no,some of them,no,no,no,maybe,no
2014-08-27 14:01:54,28,male,colombia,unknown,no,no,no,sometimes,6-25,no,yes,no,yes,no,no,maybe,somewhat easy,maybe,maybe,no,some of them,no,no,maybe,no
2014-08-27 14:03:16,28,male,united states,mn,no,no,yes,rarely,100-500,no,no,yes,yes,yes,maybe,maybe,very easy,maybe,no,some of them,some of them,no,no,yes,no
2014-08-27 14:03:54,23,male,united states,pa,no,yes,no,sometimes,100-500,no,yes,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,no,no,maybe,no,no
2014-08-27 14:03:59,22,male,australia,unknown,yes,yes,yes,sometimes,6-25,yes,yes,maybe,not sure,yes,yes,maybe,somewhat easy,maybe,no,some of them,yes,no,yes,no,yes
2014-08-27 14:06:26,27,male,portugal,unknown,no,no,no,never,6-25,no,yes,no,no,no,no,yes,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-27 14:10:15,18,male,united states,tx,no,no,yes,sometimes,6-25,no,yes,maybe,no,no,maybe,maybe,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-27 14:10:47,35,male,united states,ny,no,yes,yes,sometimes,26-100,no,yes,yes,yes,no,no,yes,somewhat difficult,yes,no,no,some of them,no,maybe,maybe,no
2014-08-27 14:10:53,25,male,canada,unknown,no,no,no,don't know,100-500,no,no,maybe,not sure,no,no,maybe,don't know,no,no,some of them,some of them,no,yes,no,no
2014-08-27 14:11:46,27,male,united kingdom,unknown,no,yes,yes,sometimes,6-25,no,yes,no,no,no,no,yes,somewhat easy,maybe,maybe,yes,yes,yes,yes,yes,no
2014-08-27 14:11:52,26,female,united states,wa,no,yes,yes,rarely,more than 1000,no,yes,yes,not sure,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-27 14:11:55,18,male,united states,wa,no,no,no,never,26-100,no,yes,maybe,not sure,maybe,maybe,maybe,very easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-27 14:13:02,38,female,united states,tx,no,no,yes,sometimes,1-5,no,yes,no,yes,no,no,maybe,don't know,no,maybe,some of them,no,no,no,maybe,yes
2014-08-27 14:13:16,26,female,united states,tx,no,yes,yes,rarely,more than 1000,yes,yes,yes,yes,yes,maybe,maybe,somewhat easy,maybe,no,some of them,no,no,no,maybe,no
2014-08-27 14:13:24,30,male,switzerland,unknown,yes,no,no,never,1-5,no,yes,no,no,no,no,no,somewhat easy,no,no,yes,yes,no,no,yes,no
2014-08-27 14:14:52,35,male,united states,ca,no,no,no,never,more than 1000,no,yes,maybe,no,no,maybe,maybe,don't know,yes,maybe,some of them,some of them,no,no,maybe,no
